,Unnamed: 0,Region/Country/Area,Región,Year,Series,Value,Footnotes,Source
2712,2803,630,Puerto Rico,2010,"Assault rate per 100,000 population",73.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2713,2804,630,Puerto Rico,2010,"Theft at the national level, rate per 100,000 population",720.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2714,2805,630,Puerto Rico,2010,"Robbery at the national level, rate per 100,000 population",175.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2715,2806,630,Puerto Rico,2016,"Intentional homicide rates per 100,000",18.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2716,2807,630,Puerto Rico,2016,"Percentage of male and female intentional homicide victims, Male",35.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2717,2808,630,Puerto Rico,2016,"Percentage of male and female intentional homicide victims, Female",3.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2718,2809,630,Puerto Rico,2016,"Assault rate per 100,000 population",98.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2719,2810,630,Puerto Rico,2016,"Kidnapping at the national level, rate per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2720,2811,630,Puerto Rico,2016,"Theft at the national level, rate per 100,000 population",631.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2721,2812,630,Puerto Rico,2016,"Robbery at the national level, rate per 100,000 population",88.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2722,2813,634,Qatar,2004,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2723,2814,634,Qatar,2004,"Percentage of male and female intentional homicide victims, Male",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2724,2815,634,Qatar,2004,"Percentage of male and female intentional homicide victims, Female",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2725,2816,634,Qatar,2004,"Assault rate per 100,000 population",39.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2726,2817,634,Qatar,2004,"Kidnapping at the national level, rate per 100,000",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2727,2818,634,Qatar,2004,"Theft at the national level, rate per 100,000 population",96.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2728,2819,634,Qatar,2004,"Robbery at the national level, rate per 100,000 population",2.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2729,2820,634,Qatar,2005,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2730,2821,634,Qatar,2005,"Percentage of male and female intentional homicide victims, Male",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2731,2822,634,Qatar,2005,"Percentage of male and female intentional homicide victims, Female",1.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2732,2823,634,Qatar,2005,"Theft at the national level, rate per 100,000 population",103.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2733,2824,634,Qatar,2006,"Intentional homicide rates per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2734,2825,634,Qatar,2006,"Percentage of male and female intentional homicide victims, Male",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2735,2826,634,Qatar,2006,"Percentage of male and female intentional homicide victims, Female",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2736,2827,634,Qatar,2006,"Theft at the national level, rate per 100,000 population",103.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2737,2828,634,Qatar,2010,"Intentional homicide rates per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2738,2829,634,Qatar,2010,"Percentage of male and female intentional homicide victims, Male",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2739,2831,634,Qatar,2014,"Intentional homicide rates per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2740,2832,634,Qatar,2014,"Percentage of male and female intentional homicide victims, Male",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2741,2833,634,Qatar,2014,"Percentage of male and female intentional homicide victims, Female",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2742,2834,410,Republic of Korea,2005,"Theft at the national level, rate per 100,000 population",387.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2743,2835,410,Republic of Korea,2005,"Robbery at the national level, rate per 100,000 population",10.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2744,2836,410,Republic of Korea,2010,"Assault rate per 100,000 population",590.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2745,2837,410,Republic of Korea,2010,"Kidnapping at the national level, rate per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2746,2838,410,Republic of Korea,2010,"Theft at the national level, rate per 100,000 population",543.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2747,2839,410,Republic of Korea,2010,"Robbery at the national level, rate per 100,000 population",8.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2748,2840,410,Republic of Korea,2010,"Total Sexual Violence at the national level, rate per 100,000",37.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2749,2841,410,Republic of Korea,2014,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2750,2842,410,Republic of Korea,2014,"Percentage of male and female intentional homicide victims, Male",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2751,2843,410,Republic of Korea,2014,"Percentage of male and female intentional homicide victims, Female",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2752,2844,410,Republic of Korea,2014,"Assault rate per 100,000 population",99.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2753,2845,410,Republic of Korea,2014,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2754,2846,410,Republic of Korea,2014,"Theft at the national level, rate per 100,000 population",528.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2755,2847,410,Republic of Korea,2014,"Robbery at the national level, rate per 100,000 population",3.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2756,2848,410,Republic of Korea,2014,"Total Sexual Violence at the national level, rate per 100,000",42.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2757,2849,410,Republic of Korea,2016,"Intentional homicide rates per 100,000",0.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2758,2850,410,Republic of Korea,2016,"Percentage of male and female intentional homicide victims, Male",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2759,2851,410,Republic of Korea,2016,"Percentage of male and female intentional homicide victims, Female",0.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2760,2852,410,Republic of Korea,2016,"Assault rate per 100,000 population",98.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2761,2853,410,Republic of Korea,2016,"Kidnapping at the national level, rate per 100,000",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2762,2854,410,Republic of Korea,2016,"Theft at the national level, rate per 100,000 population",399.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2763,2855,410,Republic of Korea,2016,"Robbery at the national level, rate per 100,000 population",2.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2764,2856,498,Republic of Moldova,2005,"Intentional homicide rates per 100,000",7.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2765,2857,498,Republic of Moldova,2005,"Percentage of male and female intentional homicide victims, Male",9.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2766,2858,498,Republic of Moldova,2005,"Percentage of male and female intentional homicide victims, Female",4.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2767,2859,498,Republic of Moldova,2005,"Assault rate per 100,000 population",9.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2768,2860,498,Republic of Moldova,2005,"Kidnapping at the national level, rate per 100,000",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2769,2861,498,Republic of Moldova,2005,"Theft at the national level, rate per 100,000 population",276.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2770,2862,498,Republic of Moldova,2005,"Robbery at the national level, rate per 100,000 population",4.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2771,2863,498,Republic of Moldova,2005,"Total Sexual Violence at the national level, rate per 100,000",9.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
2772,2864,498,Republic of Moldova,2010,"Intentional homicide rates per 100,000",6.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed March 2019."
